KR	JP
사용인들도 몇 명 있지만, 저택 자체는 특별히 크지는 않다.	　使用人たちも数名いるが、屋敷自体は特別大きくはない。
에미르는 재치가 있다.	　エミールは気が利く。
청소도 요리도 할 줄 알고, 무엇보다도 상냥했다.	　掃除も料理も出来るし、何よりも優しかった。
레리아에게 불만은 없었다.	　レリアに不満はなかった。
하지만, 어딘가가 부족했다.	　だが、物足りなくはあった。
(먼저 저녁을 먹었어도 됐을 텐데. 마음이 무겁네)	（先に夕食を済ませてくれても良かったのに。気が重いわね）
「에미르, 다음 장기 휴가 말인데, 나는 조금 볼일이 있어. 그러니 친가에는 따라갈 수 없어」	「エミール、次の長期休暇だけど、私は少し用事があるの。だから、実家にはついていけないわ」
「어? 그래? 하지만, 이전부터 약속했던 일이고」	「え？　そうなの？　でも、以前から約束していたし」
「부탁해. 아무것도 묻지 말아줘」	「お願い。何も聞かないで」
(그 녀석은 너무 위험해. 어떻게든 비슷한 정도의 힘을 얻어두지 않으면)	（あいつは危険すぎる。何としても、同じくらいの力を得ておかないと）
 리온에 대한 대책을 위해 셀쥬와 모험을 하러 간다.	　リオン対策のためにセルジュと冒険に出かける。
그런 일을 에미르에게 가르쳐 줄 수 없다.	　そんなことを、エミールには教えられない。
그리고, 자세한 설명을 요구받아도 곤란하다.	　そして、詳しい説明を求められても困る。
에미르는 유감스러워했다.	　エミールは残念がっている。
「그, 그렇구나. 하지만, 빠른 시일 내에 한 번 인사하러 가자. 형들도 기다리고 있고, 장래의 이야기도 있으니까」	「そ、そっか。でも、早い内に一度挨拶に行こう。兄さんたちも待っているし、将来の話もあるから」
「――응」	「──うん」
레리아는 그리 말하고는 자신의 방에 틀어박혔다.	　レリアはそう言って自室へと引きこもった。
◇	　　　◇
학원이 장기 휴가로 접어들었을 무렵.	　学院が長期休暇に入った頃。
공화국의 항구에 한 척의 비행선이 입항했다.	　共和国の港に一隻の飛行船が入港した。
하얀 선체가 특징적인 리코르누다.	　白い船体が特徴的なリコルヌだ。
승강 사다리에서 내려오는 리비아가, 커다란 여행가방을 들고 안제에게 손을흔든다.	　タラップを降りるリビアが、大きな旅行鞄を持ってアンジェに手を振る。
「안제, 빨리 가요!」	「アンジェ、早く行きましょう！」
똑같이 짐을 든 안제는, 그런 리비아를 보고 미소짓고 있었다.	　同じように荷物を持つアンジェは、そんなリビアを見て微笑んでいた。
「서두르지 않아도 리온은 도망치지 않아」	「急がずともリオンは逃げないよ」
두 사람 다 장기 휴가에 접어들자, 곧바로 공화국으로 출발한 것이다.	　二人とも、長期休暇に入るとすぐに共和国へと出発したのだ。
그 때문에, 용무는 사전에 전부 처리하였다.	　そのために、用事などは全て事前に片付けている。
리비아는 오늘이 기대돼서 어젯밤은 잠을 잘 이루지 못했다.	　リビアは今日が楽しみで、昨晩は寝付きが悪かった。
「빨리 리온 씨를 놀래키고 싶어요」	「早くリオンさんを驚かせたいんです」
「알았어. 나도 그 생각에는 찬성이야」	「分かった。私もその意見には賛成だ」
안제도 기대하고 있는지, 공화국에 도착하기 전부터 웃는 얼굴이 많았다.	　アンジェも楽しみにしているようで、共和国に辿り着く前から笑顔が多かった。
이전――여름방학 때는 거의 공화국을 관광하지 못했다.	　以前──夏期休暇の時は、ほとんど共和国を観光できていない。
이번엔 느긋하게 지낼 예정이다.	　今回はノンビリとする予定だ。
클레아레가 두 사람을 보고 있다.	　クレアーレが二人を見ている。
『두 사람 다 즐거운 모양이네. 저쪽은 일로 바빠 보이지만』	『二人とも楽しそうね。あっちはお仕事で、大変そうだけど』
안제가 함께 왕국에서 온 비행선에 눈길을 주었다.	　アンジェが同じ王国から来た飛行船に目を向けた。
「저쪽은 이제부터 큰일이겠지」	「あちらはこれからが大変だろうな」
이번에 왕국에서 많은 비행선이 찾아와있다.	　今回、王国からは多くの飛行船が訪れている。
안제의 호위도 있지만, 그 외의 비행선은 공화국과의 의논을 위해 파견된 고관들이 탄 비행선이다.	　アンジェの護衛もいるが、その他の飛行船は共和国との話し合いのために派遣された高官たちが乗る飛行船だ。
피에르, 로이크 같이 불상사가 연이어서 일어났다.	　ピエール、ロイクと、立て続けに不祥事が続いた。
왕국으로서는 이번 일에 잠자코 있을 수 없기에, 몇 번이나 교섭을 해왔다.	　王国としても今回の件に黙っていられず、何度も話し合いをしてきた。
그 최종 조정을 시행하기 위해 왕국에서 그만한 인물이 파견된 것이다.	　その最終調整を行うために、王国からそれなりの人物が派遣されてきたのだ。
리비아가 말한다.	　リビアが言う。
「리온 씨, 이번엔 놀랠 거예요」	「リオンさん、今回は驚いちゃいますよ」
안제도 동의한다.	　アンジェも同意する。
「그렇지. 뭐어, 나도 업무가 아니더라도 공화국에서 무슨 일이 있었는지 이것저것 듣고 싶은 참이야. 왕국으로 들어오는 정보는 적어. 클레아레도 말을 안해주니까」	「そうだな。まぁ、私も仕事を抜きにしても共和国で何があったのか色々と聞きたいところだ。王国に入ってくる情報は少ない。クレアーレも喋らないからな」
『어머, 날 탓하는 거야? 이건 그만한 이유가 있거든요~』	『あら、私を責めるの？　これにはちゃんと理由があるんです～』
「하여튼」	「まったく」
웃는 얼굴로 얘기를 하던 안제가, 항구에 입항하는 비행선을 보고 눈썹을 찌푸린다.	　笑顔で話をしていたアンジェが、港に入港する飛行船を見て眉をひそめた。
리비아가 고개를 갸웃거린다.	　リビアが首をかしげる。
「왜 그러세요?」	「どうしたんですか？」
「――라셸의 비행선이야. 수가 꽤 많은데」	「──ラーシェルの飛行船だ。随分と数が多いな」
공화국 항구에 라셸 신성 왕국의 비행선이 상당히 많이 입항하고 있었다.	　共和国の港に、ラーシェル神聖王国の飛行船が随分と多く入港していた。
◇	　　　◇
2학기가 끝나고, 장기 휴가에 접어들었다.	　二学期が終わり、長期休暇に入った。
나는――노엘과 함께 마리에의 저택을 나오기로 했다.	　俺は──ノエルと一緒に、マリエの屋敷を出ることにした。
이유? 코델리아 씨야.	　理由？　コーデリアさんだよ。
코델리아 씨의 「계속해서 마리에의 저택에 지내시면 안젤리카 님이 걱정하십니다」라는 말에 납득했기 때문이다.	　コーデリアさんの「いつまでもマリエの屋敷に住まわれると、アンジェリカ様が心配されます」という言葉に納得したからだ。
오랜만에 공화국에서 사용하는 자신의 하숙집에 돌아오니, 방 안에 먼지투성이였다.	　久しぶりに共和国で使用する自分の家に戻ってくると、部屋の中は埃まみれだった。
「우와~, 이건 힘들겠네」	「うわ～、これは大変そうだな」
코델리아 씨가 팔을 걷어올리고 있었다.	　コーデリアさんが腕まくりをしていた。
「최우선으로, 침실과 부엌을 정리하지 않으면 안 되겠네요. 그럼 우선, 창문을열고 환기를 시키도록 할까요. 이불도 널고요」	「最優先で、寝室と台所は片付けないといけませんね。では、まず窓を開けて空気の入れ換えに取りかかりましょうか。布団も干さなければ」
코델리아 씨에 이어 유메리아 씨도 뒤따랐다.	　コーデリアさんにユメリアさんも続いた。
마리에의 저택에 남아도 좋다고 했는데, 이 사람은 내 감시역이자 메이드며고집했다.	　マリエの屋敷に残っていいと伝えたのに、この人は俺の見張り役でメイドだからと固辞した。
감시역――그 자각이 있는 건 좋지만, 감시할 대상에게 말하면 안 될 텐데.	　見張り役──その自覚があるのはいいが、見張るべき対象に言っては駄目だろうに。
