KR	JP
나는 그런 장군에게 계속해서 건들거리는 태도로 말했다.	私はそうした将軍に継続してぶらぶらしている態度で話した。 
“당신 말이야. 그렇게 살면 안 돼. 폐하께서 당신한테 베푼 은혜가 얼만지 알아? 몰라? 평생 항구에서 그물이나 짤 팔자였던 놈팽이가 우여곡절 끝에 황숙 칭호 받고 장군씩이나 된 것도 다 폐하 덕분인데 아주 그냥 권력에 미쳐 가지고······."	"あなたの言葉だよ。 そのように暮せばならない。 陛下があなたに貸しがいくらか知ってる? 知らない? 一生の港から網や組むことが売りだったにひもが紆余曲折の末に黄熟称号を受けて将軍もなったこともすべて陛下のおかげなのよ~、とてもそのまま権力に狂って持って・・・・・・。" 
철저하게 화를 돋우기 위해서 계산된 말투.	徹底的に腹を盛り上げるために計算された言い方。 
기어이 냉정함을 잃어버린 장군이 버럭 화를 냈다.	きっと冷静さを失われた将軍がかっと腹を立てた。 
“이익······ 이제야 알겠다. 호박궁에서 나온 놈이로구나! 세계가 한뜻으로 모인 이 자리에서 여론을 바꿔보겠다 이건가! 그대도 제국인이라면, 진정 제국을 이끌 재목이 3황자 전하 뿐임을······."	"利益・・・・・・今になってわかった。 カボチャ宮から出た奴だな! 世界がつに合わせて集まったこの席で世論を変えて売る気か!! 君も帝国であるなら、真帝国をリードする人物が3ファンジャ電荷プンイムを・・・・・・。" 
“어리석은 놈!”	"愚かなやつ! " 
그 분노의 순간을, 나는 자르듯이 끊었다.	その怒りの瞬間を、私は吐き捨てるように絶った。 
그리고는 말투를 바꾸어, 허를 찔려 멈칫한 사르바스 아이김을 몰아쳤다.	そして言い方を変えて、虚を突かれてたじろいたサルバス子供、金を巻き起こした。 
“호박궁이라고! 하! 내가 한낱 폐비의 손끝으로 보였느냐! 그물 짜던 놈이라 그런지 눈알도 옹이구멍이 따로 없구나! 미련하고 아둔한 것 같으니라고!”	"カボチャ宮と! ハ！ 私がただの廃妃の手先とみたのか! 網を織ったやつなのでそうか目玉も節穴が別にないな! 愚かで暗愚なことめが! " 
“그, 그럼 대체 누가 보낸······."	"その、それならいったい誰が送った・・・・・・。" 
“내가 누구냐 물었는가!”	"私が誰か聞いたのか! " 
나는 검을 들어 올리며 당당하게 외쳤다.	私は剣を持ち上げながら、堂々と叫んだ。 
“직접 보아 확인하라!”	"直接見て確認せよ! " 
허둥지둥하던 사르바스 아이김의 눈동자가 경악으로 물들었다.	そそくさとしていたサルバス子供、金の瞳が驚愕に染まった。 
“보았느냐!”	"見たのか! " 
그렇다.	そうだ。 
“그 옹이구멍 같은 눈으로도 이 정도는 보이렸다, 사르바스 아이김!”	"その節穴みたいな目もこの程度は見えた、サルバス子供、金! " 
나는 [레판타 아이김의 수호성검]을 들어 올렸던 것이다!	私は[レパンタ子供、金の守護聖の検]を持ち上げたのだ! 
+	+ 
[레판타 아이김의 수호성검]	[レパンタ子供、金の守護聖の検] 
희귀도: 전설	珍しいも:伝説 
설명: ‘성검을 사로잡는 자, 대륙을 사로잡으리.’가로되 시조의 성검. 아이김 제국을 건설한 시조가 여신에게 하사받았다는 전설이 있습니다. ‘대륙을 사로잡은 자, 운명에 사로잡히리.’	説明:'聖剣を虜にする者、大陸を席巻してやる。'曰く、時調の聖剣。 子供、金帝国を建設した始祖が女神に下賜されたという伝説があります。 '大陸を席巻した者、運命にとらわれない。' 
시조는 후계자를 정하고 떠났습니다. 자살한 것인가. 반역에 당한 것인가. 전설과 역사가 아직 갈라서지 않은 때, 그의 행방은 불명이 되었고, 성검 또한 자취를 감추었습니다. 한 줄의 예언만을 이정표로 남긴 채.	始祖は後継者を決めて去りました。 自殺したのか。 反逆にやられたのか。 伝説と歴史がまだ離れられない時、彼の行方は不明となり、聖剣また、行方をくらましました。 一行の予言のみを道しるべで残したまま。 
‘운명이 도래하는 날, 성검을 사로잡은 자 역시 도래하리라.’	'運命が到来する日、聖剣を虜にした者もやはり到来すると。' 
수호성검을 소유한 자는 아이김 제국 출신들에게 절대적인 지지와 신뢰를 받습니다.	守護聖の検を所有した者は子供、金帝国出身らには絶対的な支持と信頼を受けます。 
+	+ 
나는 당당하게 소리쳤다.	私は堂々と叫んだ。 
“위대하신 시황제, 레판타 아이김께서 보내신 전인이 이 자리에 섰도다!”	"偉大なる始皇帝、レパンタ子供、金が送った前がこの場に立っあり! " 
사르바스 아이김이 온몸을 부들부들 떨었다.	サルバス子供、金が全身をぶるぶる震わせた。 
그 떨림은 말을 타고 아이김 제국의 인장을 단 기사들에게 번졌고, 다시 병사들에게 번졌다. 마침내 제국에서 온 군세가 모조리 떨기 시작할 때까지, 나는 그런 그들을 독수리와 같은 눈으로 쏘아보았다.	その震えは馬に乗って子供、金帝国の印章をつけた騎士たちに飛び火し、再び兵士たちに広がった。 ついに帝国から来た軍勢がすべて震え始めるまで、私はそんな彼らをワシのような目つきでにらみつけた。 
“사르바스 아이김!”	"サルバス子供、金! " 
“예, 예에······”	"はい、例に・・・・・・" 
“황실의 혼란은 익히 짐작하며, 망나니 태자의 악행 또한 보아 안다! 그대가 3황자의 편에 선 것 또한 오직 제국의 사직에 대한 순전한 충정심 때문이란 것도 알고 있다! 조금 전 그대를 권력에 미쳤다말했던 것은 다만 그대의 성정을 시험하기 위했던 일! 그대는 그것을 섭섭하게 여기는가!”	"皇室の混乱はよく推測し、暴れん坊太子の悪行も見て知っている! 君が3ファンジャの方に立ったのもただ帝国の辞職についた純然たるチュンチョンシムためだということも知っている! 少し前あなたを権力に及ぼした言ったのはただ、君の性情を試験するためたこと! 君はそれを残念に思うのか! " 
충격에 차있던 사르바스 아이김의 눈동자는 이제 감격으로 붉게 젖었다.	衝撃にたまったサルバス子供、金の瞳はもう感激で赤く濡れた。 
”서, 섭섭하다니요! 알아주셔서······ 제 충정을······ 그런데 이 어리석은 것이 제 성정을 이기지 못하였으니 이 죄를 어찌······ 아아, 시황제의 전인이시여······."	"立って、寂しいなんて! 分かっていただいて・・・・・・私の衷情を・・・・・・ところで、この愚かなものが私の性情を勝つことができなかったのだから、この罪をどう・・・・・・ああ、始皇帝の前のさま・・・・・・。" 
“어허, 섭섭한 것이 없고! 또 날 그리 부름에 거리낌이 없다 하면! 왜 아직 말 위에 올라 내려다보는가!”	"やれ、残念なことがなくて! また、日それほど歌ったことに後ろめたいことがないと言ってば!! なぜまだ言葉の上に上がって見下ろすのか! " 
“화, 황공하였나이다······!!”	"火、恐縮しました・・・・・・!! " 
사르바스 아이김이 다급히 말에서 내렸다. 굴렀다. 다급히 일어서서, 갑옷에 묻은 꽃잎과 진흙을 털지도 못한 채 무릎부터 꿇었다.	サルバス子供、金が急いで馬から降りた。 転がった。 急いで立ち上がって、鎧に付いた花びらと泥をはたいたこともないまま、膝から喫した。 
“떠오르는 태양을 파수하시며! 바다와 땅 사이에 거하는 모든 것을 수호하시니! 아이김 제국이여, 영원히 빛날 진저!”	"昇る太陽をパスしていて! 海と地の間に美味しいことはすべてを守護してるから! 子供、金帝国よ、永遠に輝くジンジャー! " 
제국의 장군은 절절한 어조로 외쳤다.	帝国の将軍は切実な口調で叫んだ。 
“미천한 말예가 시황제의 전인을 뵙나이다······!!”	"発達したマルイェが始皇帝の前にお会います・・・・・・!! " 
그것 역시 떨림처럼 순식간에 퍼져나갔다.	それもやはり震えるように瞬時に広がった。 
“뵙나이다!” 아이김 제국의 인장을 단 기사들이 말에서 내렸다. "뵙나이다!” 병사들이 일제히 무릎을 꿇었다. “뵙나이다!” 넙죽 엎드리며 절하는 이들도 있었다.	"会います! "子供、金帝国の印章をつけた記事が馬から降りた。 "会います!"兵士たちが一斉にひざまずいた。 "会います!"ひれふして御辞儀する人々もいた。 
“시황제의 전인을 뵙나이다!!”	"始皇帝の前にお会います!! " 
마녀를 토벌하기 위하여 모여든 세계 연합군.	魔女を討伐するために集まった世界連合軍。 
여덟 세력 중 가장 강대한 무리가 내 앞에 무릎꿇은 것이다.	八勢力の中で最も強大な無理が私の前にひざまずいたのだ。 
-우와.	-ウワー。 
검제가 진심으로 감탄했다.	ゴムジェがまことに感嘆した。 
-김좀비··· 너 지랄이랑 개소리만 잘하는 줄 알았는데, 구라에도 일가견이 있었구나.	-キムジョムビ・・・お前ジラールとから馬鹿な話のみ長けていると思っていたが、グラにも見識を持っていた。 
‘그걸 이제 알았수?’	'それを今からアルアッス。 ' 
탑의 여섯 기둥을 상대했을 때처럼.	塔の六柱を相対した時のように。 
얼마나 강대한 자를, 얼마나 많은 이들을 상대한다고 해도 내가 취해야 할 행동은 딱 둘로 정해져 있다.	どれほど強大な者を、いかに多くの彼らを相手にするとしても、私がとるべき行動はかっきり二つに定められている。 
